internal_ID,RA,Dec,S_RF,S_colour,Sep_max,Sep_min,Sep_mean,Grade,Grade_by_LR,NUM_OF_IMG,in_KLQ,in_D22,in_L22,Grade_by_D22,Classification_by_L22,q,phi,rein,minimised_chi2,BIC,NOTE
11429913,25.14902733,-2.834911094,0.96,0.75,2.601119646,2.601119646,2.601119646,C,C,2,0,1,0,C,,,,,,,
11430347,310.6278571,-2.904431175,0.85,0.54,2.812042984,2.812042984,2.812042984,A,A,2,0,0,0,,,,,,,,
11431388,153.0660962,-3.117734837,0.98,0.55,3.060470078,1.657894458,2.161294305,A,A,4,1,0,0,,,,,,,,
11431686,308.7298369,-3.164904461,0.86,0.81,1.960662925,1.960662925,1.960662925,B,C,2,0,0,0,,,,,,,,
11431929,323.0650569,-3.209076038,0.97,0.83,2.349663342,2.349663342,2.349663342,C,A,2,0,0,0,,,,,,,,
11433298,213.2708659,-3.496226291,0.94,0.59,3.418559162,3.418559162,3.418559162,C,B,2,0,0,0,,,,,,,,
11433768,168.1810223,-3.585982807,0.96,0.85,0.841744322,0.841744322,0.841744322,B,C,2,0,1,0,B,,,,,,,
11437817,125.1505276,-4.366233555,0.96,0.87,2.837269545,2.837269545,2.837269545,C,A,2,0,0,0,,,,,,,,
11438853,173.7250211,-4.571289708,0.95,0.79,1.927427836,1.927427836,1.927427836,B,B,2,0,1,0,C,,,,,,,
11439641,156.4854235,-4.715727998,0.95,0.64,2.333956242,2.333956242,2.333956242,B,A,2,0,0,0,,,,,,,,
11440089,65.58124121,-4.797411223,0.95,0.54,4.520671852,0.933636354,2.727154103,C,C,3,0,1,0,C,,,,,,,
11440757,316.7737496,-4.918421871,0.89,0.84,2.254427519,2.254427519,2.254427519,B,A,2,0,1,0,C,,,,,,,
11441113,326.4168577,-4.990050798,0.94,0.51,2.889276703,2.889276703,2.889276703,C,B,2,0,0,0,,,,,,,,
11441214,197.7244889,-5.011715366,0.94,0.86,2.959444446,2.959444446,2.959444446,C,C,2,0,1,0,C,,,,,,,
11442708,338.3964123,-5.274765556,0.93,0.83,2.043531234,2.043531234,2.043531234,B,A,2,0,0,0,,,,,,,,
11443444,62.07950238,-5.420494206,0.96,0.93,1.255494431,1.255494431,1.255494431,A,A,2,0,1,0,B,,,,,,,
11445752,52.3353626,-5.826879517,0.93,0.71,1.678203027,1.678203027,1.678203027,B,B,2,0,1,0,C,,,,,,,
